id,bai,tieude,noidung
58,Bài 28: LocalStorage và sessionStorage,Lấy một dữ liệu trong localStorage.,"-Để lấy một dữ liệu tronglocalStoragechúng ta sử dụng phương thứcgetItem()với cú pháp như sau:

```js
getItem()
```

```js
localStorage.getItem($key);
```

```js
localStorage.getItem($key);
```
Trong đó:$keylà tên key củalocalStoragemà các bạn muốn lấy ra.

```js
$key
```
VD: Mình muốn lấy giá trị của key có tên là javascript (ở ví dụ trên).

```js
if ( typeof(Storage) !== ""undefined"") {
    var data = localStorage.getItem('javascript');
    alert(data);
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```

```js
if ( typeof(Storage) !== ""undefined"") {
    var data = localStorage.getItem('javascript');
    alert(data);
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```
Xem Kết Quả"
59,Bài 28: LocalStorage và sessionStorage,Lấy số lương localStorage đã có trong trình duyệt.,"-Để lấy ra số lượng key đã có tronglocalStoragethì chúng ta sử dụng thuộc tínhlengthvới cú pháp sau:

```js
length
```

```js
localStorage.length;
```

```js
localStorage.length;
```
VD: Lấy ra số lượng localStorage mà mình đã lưu trữ vào trình duyệt của các bạn.

```js
if ( typeof(Storage) !== ""undefined"") {
    var data = localStorage.length;
    alert(data);
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```

```js
if ( typeof(Storage) !== ""undefined"") {
    var data = localStorage.length;
    alert(data);
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```
Xem Kết Quả"
60,Bài 28: LocalStorage và sessionStorage,Xóa một item trong localStorage.,"-Để xóa một item trong localStorage chúng ta sử dụng cú pháp:

```js
localStorage.removeItem($key);
```

```js
localStorage.removeItem($key);
```
Trong đó:$keylà key mà các bạn muốn xóa.

```js
$key
```
VD: Mình sẽ xóa item có key là javascript trong localStorage của bạn.

```js
if ( typeof(Storage) !== ""undefined"") {
    localStorage.removeItem('javascript')
    alert('Xóa Thành công');
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```

```js
if ( typeof(Storage) !== ""undefined"") {
    localStorage.removeItem('javascript')
    alert('Xóa Thành công');
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```
Xem Kết Quả"
61,Bài 28: LocalStorage và sessionStorage,Xóa tất cả item trong localStorage,"-Để xóa tất cả item trong localStorage chúng ta sử dụng cú pháp sau:

```js
localStorage.clear()
```

```js
localStorage.clear()
```
VD: Mình xóa hết dữ liệu localStorage mà mình đã lưu trên trình duyệt của các bạn.

```js
if ( typeof(Storage) !== ""undefined"") {
    localStorage.clear();
    alert('Xóa Thành công');
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```

```js
if ( typeof(Storage) !== ""undefined"") {
    localStorage.clear();
    alert('Xóa Thành công');
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```
Xem Kết Quả"
62,Bài 28: LocalStorage và sessionStorage,"2, sessionStorage.","- Cũng giống nhưlocalStoragethìsessionStoragecũng dùng để lưu trữ dữ liệu trên trình duyệt của khách truy cập (client). Nhưng dữ liệu được lưu trữ vàosessionStoragesẽ bị mất đi khi bạn đóng tab trình duyệt.
-Trước khi sử dụngsessionStoragethì các bạn cũng cần lưu ý:sessionStoragechỉ hỗ trợ trên các trình duyệt có version như sau trở lên:
- Và vìsessionStoragecũng nằm trong gói Storage nên các bạn cũng có thể sử dụng lại đoạn code kiểm tra trình duyệt có hỗ trợ Storage hay không ở phía trên. Ngoài ra thìsessionStorage cũng có cú pháp và cách sử dụn các thuộc tính, phương thức như localStorage.
VD:

```js
if ( typeof(Storage) !== ""undefined"") {
    //set sesionStorage
    sessionStorage.setItem('toidicode','Học lập trình online');
    //get sessionStorage
    sessionStorage.getItem('toidicode');
    //lấy ra số lượng session đã lưu trữ
    sessionStorage.length;
    //xóa 1 item localStorage
    sessionStorage.removeItem('toidicode');
    // xóa tất cả item trong sessionStorage
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```

```js
if ( typeof(Storage) !== ""undefined"") {
    //set sesionStorage
    sessionStorage.setItem('toidicode','Học lập trình online');
    //get sessionStorage
    sessionStorage.getItem('toidicode');
    //lấy ra số lượng session đã lưu trữ
    sessionStorage.length;
    //xóa 1 item localStorage
    sessionStorage.removeItem('toidicode');
    // xóa tất cả item trong sessionStorage
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```"
63,Bài 28: LocalStorage và sessionStorage,"3, Chú ý.","-Ngoài sử dụng gán và thêm dữ liệu cho localStorage và sessionStorage như các cách ở trên, thì chúng ta hoàn toàn có thể set,get trực tiếp như sau:

```js
//set dữ liệu
localStorage.tenkey = value;
//get dữ liệu
localStorage.tenkey;
```

```js
//set dữ liệu
localStorage.tenkey = value;
//get dữ liệu
localStorage.tenkey;
```
VD: Thêm và lấy dữ liệu có keytoidicodetrong localStorage.

```js
if ( typeof(Storage) !== ""undefined"") {
    localStorage.toidicode = 'học lập trình';
    alert(localStorage.toidicode);
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```

```js
if ( typeof(Storage) !== ""undefined"") {
    localStorage.toidicode = 'học lập trình';
    alert(localStorage.toidicode);
} else {
    alert('Trình duyệt của bạn đã quá cũ. Hãy nâng cấp trình duyệt ngay!');
}
```
Lưu ý: Đối với sessionStorage cũng làm tương tự.
-Ngoài ra các bạn cũng cần phải lưu ý các điều sau:"
64,Bài 28: LocalStorage và sessionStorage,"4, Lời kết.",-Như vậy mình đã giới thiệu xong đến mọi người về localStorage và sessionStorage rồi. Hai modules này thường được sử dụng khá là nhiều trong các game HTML5....
65,Bài 26: Số và các hàm xử lý số trong javascript,Giới thiệu,"Ở bài trước chúng ta đã được tìm hiểu vềchuỗi và các hàm xử lý chuỗi trong javascriptrồi. Bài này chúng ta sẽ tiếp tục tìm hiểu về một thứ cũng không thể thiếu trong các trang web, đó là các con số và các hàm xử lý số trong javascript."
66,Bài 26: Số và các hàm xử lý số trong javascript,"1, Khai báo số trong javascript.","-Mặc dù khai báo sỗ trong javascript chúng ta đã được tìm hiểu rồi, nhưng bài này mình vẫn nhắc lại cách khai báo số trong javascript(cho chắc). Để khai báo số trong javascript chúng ta sử dụng cú pháp:

```js
var name = value;
//hoặc
var name = new Number(value);
```

```js
var name = value;
//hoặc
var name = new Number(value);
```
Trong đó:

```js
name
```

```js
value
```
VD: Khai báo biến số theo các dạng.

```js
//Khai báo biến số dạng số nguyên
var a = 5;
//Khai báo biến số dạng số thực
var b = 5.5;
//Khai báo biến số dạng số mũ
var c = 1e5 // 100000
//Khai báo biến số dạng bát phân
var d = 0123 //83
//Khai báo biến số dạng thập lục phân
var e = 0x1A; //26
//Khai báo biến số dạng nhị phân
var f = 0b11111111; //255
```

```js
//Khai báo biến số dạng số nguyên
var a = 5;
//Khai báo biến số dạng số thực
var b = 5.5;
//Khai báo biến số dạng số mũ
var c = 1e5 // 100000
//Khai báo biến số dạng bát phân
var d = 0123 //83
//Khai báo biến số dạng thập lục phân
var e = 0x1A; //26
//Khai báo biến số dạng nhị phân
var f = 0b11111111; //255
```"
67,Bài 26: Số và các hàm xử lý số trong javascript,toString(),"-Hàm này giúp chúng ta chuyển đổi số sang chuỗi.
Cú Pháp:

```js
number.toString(type);
```

```js
number.toString(type);
```
Trong đó:

```js
number
```

```js
type
```
Chú ý: Nếu không truyền type vào trong hàm toString thì mặc định nó sẽ chuyển số về dạng thập phân.
VD:

```js
var a = 125;
//Chuyển về dạng nhị phân
a.toString(2) //01111101
//Chuyển về dạng bát phân
a.toString(8) //175
//Chuyển về dạng thập phân
a.toString(10) //125
//Chuyển về dạng thập lục phân
a.toString(16) //7D
```

```js
var a = 125;
//Chuyển về dạng nhị phân
a.toString(2) //01111101
//Chuyển về dạng bát phân
a.toString(8) //175
//Chuyển về dạng thập phân
a.toString(10) //125
//Chuyển về dạng thập lục phân
a.toString(16) //7D
```"
68,Bài 26: Số và các hàm xử lý số trong javascript,Infinity,"-Trước hết mình muốn nói đây không phải là một hàm.Ở đâyInfinitylà mộtkeywordtrong javascript, mà nếu như một biến mà có giá trị bằngInfinitythì tức là biến đó có giá nằm quá phạm vi cho phép của javascript hoặc biến đó không xác định được (VD: 2 / 0).

```js
Infinity
```

```js
keyword
```

```js
Infinity
```
Chú ý: Viết hoa chữ cái đầu 'Indinity'.
Chúng ta cùng xem ví dụ sau:

```js
var a = 9999;
var data = '';
while(a != Infinity){
    a = a*a;
    data += a + '
';
}
document.getElementById('result').innerHTML = data;
```

```js
var a = 9999;
var data = '';
while(a != Infinity){
    a = a*a;
    data += a + '
';
}
document.getElementById('result').innerHTML = data;
```
Xem Kết Quả
-Như các bạn đã thấy thì sau 7 vòng lặp, khi con số trở lên quá lớn và nằm ngoài phạm vi lưu trữ của javascript thì ngay lập tức biến số đã truyển về giá trịInfinity.

```js
Infinity
```"
69,Bài 26: Số và các hàm xử lý số trong javascript,isNaN(),"-Hàm này có tác dụng kiểm tra một thành phần có phải là biến hay không. Nó sẽ trả vềtruenếu thành phần đó không phải là số và ngược lại trả vềfalsenếu là số.

```js
true
```

```js
false
```
Cú pháp:

```js
isNaN(variable);
```

```js
isNaN(variable);
```
Trong đó:variablelà thành phần cần kiểm tra.

```js
variable
```
VD:

```js
var a = 5;
isNaN(a); //false
var b = 5 / 'm';
isNaN(b) //true
var c = 'toidicode.com';
isNaN(c)//true
```

```js
var a = 5;
isNaN(a); //false
var b = 5 / 'm';
isNaN(b) //true
var c = 'toidicode.com';
isNaN(c)//true
```"
70,Bài 26: Số và các hàm xử lý số trong javascript,toExponential(),"-Hàm này trả về chuỗi, với chuỗi được tạo là dạng số mũ và làm tròn của số.
Cú Pháp:

```js
number.toExponential(n);
```

```js
number.toExponential(n);
```
Trong đó:

```js
number
```

```js
n
```

```js
.
```
VD:

```js
var x = 2.5965;
x.toExponential(2);     // 2.60e+0
x.toExponential(4);     // 2.5965e+0
x.toExponential(5);     // 2.59650e+0
```

```js
var x = 2.5965;
x.toExponential(2);     // 2.60e+0
x.toExponential(4);     // 2.5965e+0
x.toExponential(5);     // 2.59650e+0
```"
71,Bài 26: Số và các hàm xử lý số trong javascript,toFixed(),"-Hàm này có tác dụng làm tròn số đến n phần tử sau dấu.

```js
.
```
Cú Pháp:

```js
number.toFixed(n);
```

```js
number.toFixed(n);
```
Trong đó:

```js
number
```

```js
n
```

```js
.
```
VD:

```js
var a = 5.989;
a.toFixed(2) //5.99
a.toFixed(6) //5.989000
```

```js
var a = 5.989;
a.toFixed(2) //5.99
a.toFixed(6) //5.989000
```"
72,Bài 26: Số và các hàm xử lý số trong javascript,toPrecision(),"-Hàm này có tác dụng chuyển đổi số về một số có độ dài xác định.
Cú Pháp:

```js
number.toPrecision(n);
```

```js
number.toPrecision(n);
```
Trong đó:

```js
number
```

```js
n
```
VD:

```js
var x = 5.5656;
x.toPrecision();        // 5.5656
x.toPrecision(2);       // 5.6
x.toPrecision(1);       // 6
x.toPrecision(3);       // 5.57
```

```js
var x = 5.5656;
x.toPrecision();        // 5.5656
x.toPrecision(2);       // 5.6
x.toPrecision(1);       // 6
x.toPrecision(3);       // 5.57
```"
73,Bài 26: Số và các hàm xử lý số trong javascript,valueOf(),"-Hàm này trả về một số của một số. Và nó sinh ra với một ý nghĩa là làm tốn bộ nhớ :D.
Cú Pháp:

```js
number.valueOf();
```

```js
number.valueOf();
```
VD:

```js
var a = 125;
a.valueOf(); //125
var b = 125 + 5;
b.valueOf(); //130
```

```js
var a = 125;
a.valueOf(); //125
var b = 125 + 5;
b.valueOf(); //130
```
Qua ví dụ trên các bạn có cảm thấy khả năng vô dụn của nó không :D."
74,Bài 26: Số và các hàm xử lý số trong javascript,Number(),"-Hàm này có tác dụng chuyển tất cả các kiểu dữ liệu sang kiểu số, nếu như có trường hợp nào không chuyển được thì nó sẽ thành NaN.
Cú Pháp:

```js
Number(x);
```

```js
Number(x);
```
Trong đó:  x là số mà chúng ta muốn chuyển đổi.
VD:

```js
var a = true;
Number(a) // 1
var b = false;
Number(b) // 0
var c = new Date();
Number(c) // 1491817008635
var d = ""12"";
Number(d) // 12
var e = ""12 20"";
Number(e) // NaN
```

```js
var a = true;
Number(a) // 1
var b = false;
Number(b) // 0
var c = new Date();
Number(c) // 1491817008635
var d = ""12"";
Number(d) // 12
var e = ""12 20"";
Number(e) // NaN
```"
75,Bài 26: Số và các hàm xử lý số trong javascript,parseInt(),"-Hàm này có tác dụng chuyển một chuỗi sang dạng số nguyên. Nhưng nếu chuỗi cần chuyển có ký tự đầu tiên là chuỗi thì nó sẽ không chuyển được, còn ký tự đầu tiên là số thì vẫn chuyển được.
Cú Pháp:

```js
parseInt(x);
```

```js
parseInt(x);
```
Trong đó x là thành phần mà các bạn muốn chuyển.
VD:

```js
parseInt(true) //NaN
parseInt(flase)//NaN
parseFloat(""12.33"")//12
parseInt(""15"")//15
parseInt(""5 10 15 20"")//5
parseInt('23 năm')//23
parseInt('năm 2017')//NaN
```

```js
parseInt(true) //NaN
parseInt(flase)//NaN
parseFloat(""12.33"")//12
parseInt(""15"")//15
parseInt(""5 10 15 20"")//5
parseInt('23 năm')//23
parseInt('năm 2017')//NaN
```"
76,Bài 26: Số và các hàm xử lý số trong javascript,parseFloat(),"-Hàm này có tác dụng chuyển đổi chuỗi về dạng số thực. Và nó cũng tương tự nhưparseInt()nếu chuỗi cần chuyển có ký tự đầu tiên là chuỗi thì nó sẽ không chuyển được, còn ký tự đầu tiên là số thì vẫn chuyển được.

```js
parseInt()
```
Cú Pháp:

```js
parseFloat(x);
```

```js
parseFloat(x);
```
Trong đó x là thành phần mà các bạn muốn chuyển.
VD:

```js
parseFloat(true) //NaN
parseFloat(flase)//NaN
parseFloat(""12.33"")//12.33
parseFloat(""15"")//15
parseFloat(""5 10 15 20"")//5
parseFloat('23 năm')//23
parseFloat('năm 2017')//NaN
```

```js
parseFloat(true) //NaN
parseFloat(flase)//NaN
parseFloat(""12.33"")//12.33
parseFloat(""15"")//15
parseFloat(""5 10 15 20"")//5
parseFloat('23 năm')//23
parseFloat('năm 2017')//NaN
```"
77,Bài 26: Số và các hàm xử lý số trong javascript,"3, Lời Kết.",-Như vậy mình đã giới thiệu xong đến mọi người về number trong javascript rồi. Các bạn chú ý phần này để hạn chế được các sai sót trong quá trình xây dựng dự án.
78,Bài 23: Time events trong javascript,Giới thiệu,"Bài này mình sẽ giới thiệu với mọi người các hàm xử lý sự kiện theo khoảng thời gian trong javscript. Cụ thể chúng ta sẽ tìm hiểu về bốn hàmsetTimeout() - clearTimeout(), setIntelvar() - clearInterval()."
79,Bài 23: Time events trong javascript,setTimeout(),"-Hàm setTimeout() có tác dụng thực thi hành động sau khoảng thời gian nào đó, và nó chỉ thực hiện đúng một lần.
Cú Pháp:

```js
setTimeout(function, milliseconds);
```

```js
setTimeout(function, milliseconds);
```
Trong đó:

```js
function
```

```js
milliseconds
```

```js
function
```
VD: Mình sẽ viết hàmsetTimout()sao cho khi bạn load trang web được 3 giây thì nó sẽ alert ra thông báo chào.

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 3 giây để xem kết quả</div>
    <script type=""text/javascript"">
        setTimeout(function(){
            alert('Chào mừng bạn đã đến với website toidicode.com');
        },3000);
    </script>
</body>
</html>
```

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 3 giây để xem kết quả</div>
    <script type=""text/javascript"">
        setTimeout(function(){
            alert('Chào mừng bạn đã đến với website toidicode.com');
        },3000);
    </script>
</body>
</html>
```
Xem Kết Quả"
80,Bài 23: Time events trong javascript,clearTimeout(),"-Hàm này sẽ có tác dụng hủy hành động của hàm  setTimeout().
Cú Pháp:

```js
clearTimeout(timeout);
```

```js
clearTimeout(timeout);
```
Trong đó:timeoutlà biến mà hàm setTimeout() được gán.

```js
timeout
```
VD: Mình sẽ hủy hàm setTimout() ở VD trên.

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 3 giây để xem kết quả</div>
    <script type=""text/javascript"">
        var timeout = setTimeout(function(){
            alert('Chào mừng bạn đã đến với website toidicode.com');
        },3000);
        clearTimeout(timeout);
    </script>
</body>
</html>
```

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 3 giây để xem kết quả</div>
    <script type=""text/javascript"">
        var timeout = setTimeout(function(){
            alert('Chào mừng bạn đã đến với website toidicode.com');
        },3000);
        clearTimeout(timeout);
    </script>
</body>
</html>
```"
81,Bài 23: Time events trong javascript,setIntervar(),"-Hàm này cũng có chức năng là thực hiện hành động sau khoản thời gian bao nhiêu giây, nhưng nó sẽ thực hiện lại nhiều lần như một vòng lặp, cứ sau mỗi khoảng thởi gian mà chúng ta xác định nó sẽ lại thực hiện lại.
Cú Pháp:

```js
setInterval(function, milliseconds);
```

```js
setInterval(function, milliseconds);
```
Trong đó:

```js
function
```

```js
milliseconds
```

```js
function
```
VD: Mình sẽ viết hàmsetInterval()sao cho cứ 1 giây thì lại in ra số mới (số mới = số cũ +1).

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 1 giây để xem kết quả</div>
    <p id=""result"">0</p>
    <script type=""text/javascript"">
        var result = document.getElementById('result');
        var i = 1;
        setInterval(function(){
            result.innerText = i;
            i++; 
        },1000);
    </script>
</body>
</html>
```

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 1 giây để xem kết quả</div>
    <p id=""result"">0</p>
    <script type=""text/javascript"">
        var result = document.getElementById('result');
        var i = 1;
        setInterval(function(){
            result.innerText = i;
            i++; 
        },1000);
    </script>
</body>
</html>
```
Xem Kết Quả"
82,Bài 23: Time events trong javascript,clearIntelval(),"-Hàm này cũng giống như hàmclearTimeout()là có tác dụng hủy hành động của hàmsetInterval().

```js
clearTimeout()
```

```js
setInterval()
```
Cú Pháp:

```js
clearInterval(interval);
```

```js
clearInterval(interval);
```
Trong đó:intervallà tên biến chứa hàmsetIntervar()mà ta muốn hủy.

```js
interval
```

```js
setIntervar()
```
VD: Mình sẽ hủy hàm setInterval() ở trên.

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 1 giây để xem kết quả</div>
    <p id=""result"">0</p>
    <script type=""text/javascript"">
        var result = document.getElementById('result');
        var i = 1;
        var interval = setInterval(function(){
            result.innerText = i;
            i++; 
        },1000);
        clearInterval(interval);
    </script>
</body>
</html>
```

```js
<!DOCTYPE html>
<html>
<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com time events</title>
</head>
<body>
    <div>Đợi 1 giây để xem kết quả</div>
    <p id=""result"">0</p>
    <script type=""text/javascript"">
        var result = document.getElementById('result');
        var i = 1;
        var interval = setInterval(function(){
            result.innerText = i;
            i++; 
        },1000);
        clearInterval(interval);
    </script>
</body>
</html>
```"
83,Bài 23: Time events trong javascript,"3, Lời kết.",-Qua phần này các bạn cần chú ý về sự khác nhau giữa 2 hàmsetInterVal()vàsetTimeout()là gì? Và nguyên tắc hoạt động của nó. Bài tiếp theo chúng ta sẽ tìm hiểu vềđối tượng date trong javascript.
84,Bài 30: Use strict mode trong javascript,Giới thiệu,"Nếu như bạn là người hay làm việc trên các opensource javascript thì chắc chắn sẽ chẳng lạ gì với dòng này nữa, nhưng bạn đã hiểu về nó chưa? Nó có tác dụng gì? Hãy mình tìm hiểu nhé!"
85,Bài 30: Use strict mode trong javascript,"1, Use strict là gì?","-Use strictdịch sang tiếng việt thì có nghĩa là sử dụng sự nghiêm ngặt. Khi một đoạn lệnh được khai báouse strictthì tất cả các dòng code ở phía dưới dòng khai báo use strict sẽ được quản lý một cách nghiêm ngặt hơn về cú pháp.

```js
Use strict
```

```js
use strict
```
- Khi sử dụnguse strictmode thì những dòng code trước đây bạn có thể chạy bình thường có thể sẽ không chạy được nữa.

```js
use strict
```
VD:
-Không khai báo sử dụng chế độstrict mode.

```js
for (i = 0; i <= 10; i++) {
        document.write(i  + '<br />');
    }
```

```js
for (i = 0; i <= 10; i++) {
        document.write(i  + '<br />');
    }
```
-Đoạn code trên sẽ vẫn chạy và hoạt động bình thường.Nhưng, bây giờ mình sẽ khai báo sử dụngstrict modexem có chạy được không nhé!

```js
""use strict""
for (i = 0; i <= 10; i++) {
    document.write(i  + '<br />');
}
```

```js
""use strict""
for (i = 0; i <= 10; i++) {
    document.write(i  + '<br />');
}
```
-Ngay lập tức các bạn sẽ nhận được dòng log báo lỗi như sau:

```js
index.html:12 Uncaught ReferenceError: i is not defined at index.html:12
```

```js
index.html:12 Uncaught ReferenceError: i is not defined at index.html:12
```"
86,Bài 30: Use strict mode trong javascript,"2, Các nghiêm ngặt của strict mode.",-Khi sử dụng strict mode bạn sẽ không thể làm được những điều sau nữa:
87,Bài 30: Use strict mode trong javascript,Gán giá trị cho biến chưa được khai báo.,"-Trong chế độ thường bạn có thể làm như này để gán giá trị cho một biến chưa khai báo:

```js
i = 'học lập trình online toidicode.com';
alert(i);
```

```js
i = 'học lập trình online toidicode.com';
alert(i);
```
-Nhưngstrict modethì không thể:

```js
""use strict""
i = 'học lập trình online toidicode.com';
alert(i);
```

```js
""use strict""
i = 'học lập trình online toidicode.com';
alert(i);
```
-Để khắc phục được điều trên thì bạn cần phải khai báo biến với từ khóavarhoặclet.

```js
var
```

```js
let
```

```js
""use strict""
var i = 'học lập trình online toidicode.com';
// or
let i = 'học lập trình online toidicode.com';
alert(i);
```

```js
""use strict""
var i = 'học lập trình online toidicode.com';
// or
let i = 'học lập trình online toidicode.com';
alert(i);
```"
88,Bài 30: Use strict mode trong javascript,Báo lỗi khi sử dụng delete.,"- Nếu như ở chế độ thường thì bạn có thể xóa bất kỳ một thứ gì bằng từ khóa delete, mặc dù xóa được hay không nó cũng không báo lỗi. Nhưng khi sử dụng chế độstrict modethì những thứ không thể xóa được nó sẽ báo lỗi ngay.
VD:
-Chế độ thường:

```js
function getName (name)
{
    alert(name)
}
delete getName;
//không có gì xảy ra mặc dù delete không xóa
//được hàm
```

```js
function getName (name)
{
    alert(name)
}
delete getName;
//không có gì xảy ra mặc dù delete không xóa
//được hàm
```
-Chế độ strict mode:

```js
""use strict""
function getName (name)
{
    alert(name)
}
delete getName;
//Uncaught SyntaxError: Delete of an unqualified 
//identifier in strict mode.
```

```js
""use strict""
function getName (name)
{
    alert(name)
}
delete getName;
//Uncaught SyntaxError: Delete of an unqualified 
//identifier in strict mode.
```"
89,Bài 30: Use strict mode trong javascript,Các tham số của hàm không được trùng nhau,"-Nếu như chế độ thường bạn có thể khai báo các tham số truyền vào hàm được phép trùng nhau thì giờ đây khi sử dụng chế độ strict mode thì nó sẽ báo lỗi ngay lập tức.
VD:
-Chế độ thường:

```js
function getName (name, name, age)
{
    //code
}
//chạy bình thường.
```

```js
function getName (name, name, age)
{
    //code
}
//chạy bình thường.
```
-Chế độ strict mode:

```js
""use strict""
function getName (name, name, age)
{
    //code
}
//Uncaught SyntaxError: Duplicate parameter name not allowed in this context
```

```js
""use strict""
function getName (name, name, age)
{
    //code
}
//Uncaught SyntaxError: Duplicate parameter name not allowed in this context
```"
90,Bài 30: Use strict mode trong javascript,Không cho phép khai báo biến dưới dạng hệ nhị phân.,"-Các số khi khai báo dưới dạng như phân hay nói cách khác thì có tiền tố (prefix)0đằng trước thì sẽ không được chấp nhận

```js
0
```
VD:
-Chế độ thường:

```js
var num = 01010;
```

```js
var num = 01010;
```
-Chế độ strict mode:

```js
var num = 01010;
//Uncaught SyntaxError: Octal literals are not allowed in strict mode.
```

```js
var num = 01010;
//Uncaught SyntaxError: Octal literals are not allowed in strict mode.
```"
91,Bài 30: Use strict mode trong javascript,Không được phép ghi đè lên thuộc tính chỉ được phép đọc.,"VD:
-Chế độ thường:

```js
var obj = {};
Object.defineProperty(obj, 'ver', {value: 1, writable: false});
obj.ver = 10;
//không có gì xảy ra
```

```js
var obj = {};
Object.defineProperty(obj, 'ver', {value: 1, writable: false});
obj.ver = 10;
//không có gì xảy ra
```
-Chế độ strict mode:

```js
""use strict""
var obj = {};
Object.defineProperty(obj, 'ver', {value: 1, writable: false});
obj.ver = 10;
```

```js
""use strict""
var obj = {};
Object.defineProperty(obj, 'ver', {value: 1, writable: false});
obj.ver = 10;
```"
92,Bài 30: Use strict mode trong javascript,Không sử dụng được with,"VD:
-Chế độ thường:

```js
var bar = 1;
var foo = 2;
with (bar){
    console.log(foo);
}
//2
```

```js
var bar = 1;
var foo = 2;
with (bar){
    console.log(foo);
}
//2
```
-Chế độ strict mode:

```js
""use strict""
var bar = 1;
var foo = 2;
with (bar){
    console.log(foo);
}
//Uncaught SyntaxError: Strict mode code may not include a with statement
```

```js
""use strict""
var bar = 1;
var foo = 2;
with (bar){
    console.log(foo);
}
//Uncaught SyntaxError: Strict mode code may not include a with statement
```"
93,Bài 30: Use strict mode trong javascript,Không cho phép khai báo biến trong eval,"-Vì lý do bảo mật nên khi sử dụng strict mode thì bạn sẽ không thể nào có thể khai báo được biến bên trong nó nữa.

```js
""use strict""
eval (""var x = 4"");
alert(x);
//Uncaught ReferenceError: x is not defined
```

```js
""use strict""
eval (""var x = 4"");
alert(x);
//Uncaught ReferenceError: x is not defined
```"
94,Bài 30: Use strict mode trong javascript,Không chấp nhận khai báo các keyword,"-Ở chế độ strict mode thì các bạn sẽ không sử dụng được các từ khóa sau để khai báo làm tên biến, hằng,...
VD:
-Chế độ thường:

```js
var implements = 'Học Lập Trình Online tại Toidicode.com';
alert(implements);
//chạy bình thường.
```

```js
var implements = 'Học Lập Trình Online tại Toidicode.com';
alert(implements);
//chạy bình thường.
```
-Chế độ strict mode:

```js
""use strict""
var implements = 'Học Lập Trình Online tại Toidicode.com';
alert(implements);
//Uncaught SyntaxError: Unexpected strict mode reserved word
```

```js
""use strict""
var implements = 'Học Lập Trình Online tại Toidicode.com';
alert(implements);
//Uncaught SyntaxError: Unexpected strict mode reserved word
```"
95,Bài 30: Use strict mode trong javascript,"3, Lời kết.","-Đọc xong phần này mình hy vọng mọi người cũng có thể hiểu hơn về strict mode trong javascript và với quan điểm của cá nhân mình thì mình khuyên mọi người lên sử dụngstrict modetrong khi code.
Tham khảo: w3schools.com"
