id,bai,tieude,noidung
128,Destructuring assignment trong Javascript,Giới thiệu,"Destructuring Assignment trong JavaScriptlà một cú pháp đặc biệt cho phép bạnlấy ra dữ liệutừObjecthoặcArrayvà gán chúng vào các biến thông thường.
Tuy nhiên, việc ""lấy ra dữ liệu"" nàychỉ copy mà không làm thay đổi cấu trúccủa Object hoặc Array.
Dưới đây, mình sẽ tìm hiểu về cách sử dụng và ứng dụng của Destructuring Assignment trong JavaScript vớiArray và Object."
129,Destructuring assignment trong Javascript,Destructuring Assignment với Array,"Sau đây là những kiến thức cơ bản và ứng dụng của Destructuring Assignment trong JavaScript với Array.
Ví dụ về destructuring assignment với array:

```js
let [firstName, lastName] = [""David"", ""Walsh""];
/*
 * firstName = David
 * lastName = Walsh
 */
```
`let [firstName, lastName] = [""David"", ""Walsh""];
/*
 * firstName = David
 * lastName = Walsh
 */` Ví dụ trên thực hiệnkhai báo và gánluôn giá trị cho các biếnfirstNamevàlastName. Ngoài ra, bạn có thể tách biệt việc khai báo và gán giá trị như sau:
`firstName` `lastName` 
```js
let firstName, lastName;

[firstName, lastName] = [""David"", ""Walsh""];
/*
 * firstName = David
 * lastName = Walsh
 */
```
`let firstName, lastName;

[firstName, lastName] = [""David"", ""Walsh""];
/*
 * firstName = David
 * lastName = Walsh
 */` Ở đây, JavaScript thực hiện việc gán giá trị ởvế phảicho biến ởvế tráitheo đúng thứ tự chỉ số xuất hiện trong mảng.
Đoạn code trên sẽ tương đương với:

```js
let arr = [""David"", ""Walsh""];
let firstName, lastName;

firstName = arr[0];
lastName = arr[1];
```
`let arr = [""David"", ""Walsh""];
let firstName, lastName;

firstName = arr[0];
lastName = arr[1];` Chú ý: trong trường hợpsố lượng phần tử vế trái nhiều hơn vế phảithì thành phần thừa ra có giá trị làundefined.

```js
let [firstName, lastName] = [""David""];
/*
 * firstName = David
 * lastName = undefined - vế phải có 1 phần tử nên lastName là undefined
 */
```
`let [firstName, lastName] = [""David""];
/*
 * firstName = David
 * lastName = undefined - vế phải có 1 phần tử nên lastName là undefined
 */` Để tránh trường hợp này, bạn có thể khai báo giá trịdefaultcho biến như dưới đây.
Để khai báo giá trị default (mặc định), bạn sử dụng toán tử gán=như sau:
`=` 
```js
let [firstName, lastName = ""Anonymous""] = [""David""];
/*
 * firstName = David
 * lastName = Anonymous
 */
```
`let [firstName, lastName = ""Anonymous""] = [""David""];
/*
 * firstName = David
 * lastName = Anonymous
 */` Vế phải có một phần tử nênlastNamenhận giá trị mặc định bằngAnonymous.
`lastName` `Anonymous` Trong mảng có thể chứa nhiều phần tử và bạn chỉ muốn lấy ramột vài giá trị trong đóthì có thể sử dụng toán tử dấu phẩy,như sau:
`,` 
```js
let [title, , , color] = [""window"", 300, 400, ""#000""];
/*
 * title = ""window""
 * color = ""#000""
 */
```
`let [title, , , color] = [""window"", 300, 400, ""#000""];
/*
 * title = ""window""
 * color = ""#000""
 */` Lúc này, phần tử ứng chỉ số1(bằng300) và2(bằng400) bị bỏ qua.
`1` `300` `2` `400` Khác với trường hợp trên, ở đây mình lấy ra một phần tử và các phần tử còn lại được gán vào một biến khác, bằng cách sử dụng cú phápspread...:
`...` 
```js
let [title, ...others] = [""window"", 300, 400, ""#000""];
/*
 * title = ""window""
 * others = [300, 400, ""#000""]
 */
```
`let [title, ...others] = [""window"", 300, 400, ""#000""];
/*
 * title = ""window""
 * others = [300, 400, ""#000""]
 */` Khi đó, biếnotherscó giá trị là một mảng các phần tử còn lại.
`others` Trước khi có destructuring assignment trong JavaScript, bạn có thểhoán đổi giá trị của hai biếnbằng một số cách sau đây.
►Sử dụng biến trung gian

```js
// khai báo hai biến a, b
let a = 1;
let b = 2;

// sử dụng biến trung gian c, gán bằng a
let c = a;

// hoán đổi giá trị của a, b thông qua c
a = b;
b = c;
/*
 * a = 2
 * b = 1
 */
```
`// khai báo hai biến a, b
let a = 1;
let b = 2;

// sử dụng biến trung gian c, gán bằng a
let c = a;

// hoán đổi giá trị của a, b thông qua c
a = b;
b = c;
/*
 * a = 2
 * b = 1
 */` ►Sử dụng tính toán số học

```js
// khai báo hai biến a, b
let a = 1;
let b = 2;

// cộng dồn b vào a
// khi đó giá trị mới của a là tổng của a + b
a = a + b;

// thực hiện phép trừ để được kết quả
b = a - b;
a = a - b;
/*
 * a = 2
 * b = 1
 */
```
`// khai báo hai biến a, b
let a = 1;
let b = 2;

// cộng dồn b vào a
// khi đó giá trị mới của a là tổng của a + b
a = a + b;

// thực hiện phép trừ để được kết quả
b = a - b;
a = a - b;
/*
 * a = 2
 * b = 1
 */` Khiáp dụng destructuring assignmenttrong JavaScript, việc hoán đổi giá trị hai biến trở nên vô cùng đơn giản:

```js
let a = 1;
let b = 2;

[a, b] = [b, a];
/*
 * a = 2
 * b = 1
 */
```
`let a = 1;
let b = 2;

[a, b] = [b, a];
/*
 * a = 2
 * b = 1
 */` Ở đây, mình tạo ra một mảng tạm[b, a]ở vế phải. Sau đó, mình sử dụng destructuring assignment để đảo lại giá trị hai biến.
`[b, a]` Chú ý:cách hoán đổi trên có thể áp dụng được với nhiều biến (lớn hơn 2).
Mảng trong JavaScript làkiểu dữ liệu tham chiếu, nên việc sử dụng toán tử gán=thực chất làcopy địa chỉ, ví dụ:
`=` 
```js
const a = [1, 2];
const b = a;

console.log(b); // [1, 2]
console.log(b === a); // true
```
`const a = [1, 2];
const b = a;

console.log(b); // [1, 2]
console.log(b === a); // true` Nếu bạn muốnbvẫn có giá trị giốnganhưngb === alàfalsethì có thể sử dụng destructuring assignment trong JavaScript với cú pháp spread...như sau:
`b` `a` `b === a` `false` `...` 
```js
const a = [1, 2];
const [...b] = a;

console.log(b); // [1, 2]
console.log(b === a); // false
```
`const a = [1, 2];
const [...b] = a;

console.log(b); // [1, 2]
console.log(b === a); // false`"
130,Destructuring assignment trong Javascript,Destructuring Assignment với Object,"Sau đây là những kiến thức cơ bản và ứng dụng của Destructuring Assignment trong JavaScript với Object.
Ví dụ destructuring assignment với object:

```js
let { firstName, lastName } = { firstName: ""David"", lastName: ""Walsh"" };
/*
 * firstName = David
 * lastName = Walsh
 */
```
`let { firstName, lastName } = { firstName: ""David"", lastName: ""Walsh"" };
/*
 * firstName = David
 * lastName = Walsh
 */` Ví dụ trên thực hiệnkhai báo và gánluôn giá trị cho các biếnfirstNamevàlastName. Ngoài ra, bạn có thểtách biệtviệc khai báo và gán như sau:
`firstName` `lastName` 
```js
let firstName, lastName;
({ firstName, lastName } = { firstName: ""David"", lastName: ""Walsh"" });
/*
 * firstName = David
 * lastName = Walsh
 */
```
`let firstName, lastName;
({ firstName, lastName } = { firstName: ""David"", lastName: ""Walsh"" });
/*
 * firstName = David
 * lastName = Walsh
 */` Ở đây, JavaScript thực hiện việc gán giá trị ởvế phảicho biến ởvế tráitương ứng với giá trị củakeytrong Object mà không phân biệt thứ tự.
Giả sử, mình đổi thứ tự củafirstNamevàlastNamenhư sau thì kết quả vẫn không đổi:
`firstName` `lastName` 
```js
let firstName, lastName;
({ lastName, firstName } = { firstName: ""David"", lastName: ""Walsh"" });
/*
 * firstName = David
 * lastName = Walsh
 */
```
`let firstName, lastName;
({ lastName, firstName } = { firstName: ""David"", lastName: ""Walsh"" });
/*
 * firstName = David
 * lastName = Walsh
 */` Không biết bạn có thắc mắctại sao đoạn code thực hiện Destructuring Assignment bên trên phải đặt trong cặp dấu ngoặc đơnhay không.
Vì nếu thiếu cặp dấu()thì sẽ bị lỗi cú pháp.
`()` 
```js
let firstName, lastName;
    { lastName, firstName } = { firstName: ""David"", lastName: ""Walsh"" };
    // Lỗi: Uncaught SyntaxError: Unexpected token =
```
`let firstName, lastName;
    { lastName, firstName } = { firstName: ""David"", lastName: ""Walsh"" };
    // Lỗi: Uncaught SyntaxError: Unexpected token =` JavaScript hiểu rằngcặp dấu ngoặcđầu tiên là mộtblock code(khối code), chứ không phải destructuring assignment.
Ví dụ về khối code như sau:

```js
let firstName = ""David"";
let lastName = ""Walsh"";

// bắt đầu một block code
{
  // biến bên trong trùng tên với bên ngoài nhưng có giá trị khác.
  // vì chúng ở các phạm vi khác nhau.
  let firstName, lastName;
  console.log(firstName, lastName); // undefined undefined
}
```
`let firstName = ""David"";
let lastName = ""Walsh"";

// bắt đầu một block code
{
  // biến bên trong trùng tên với bên ngoài nhưng có giá trị khác.
  // vì chúng ở các phạm vi khác nhau.
  let firstName, lastName;
  console.log(firstName, lastName); // undefined undefined
}` Ngoài ra, đoạn code phía trên tương đương với cách làm thông thường như sau:

```js
let obj = { firstName: ""David"", lastName: ""Walsh"" };

let firstName = obj.firstName;
let lastName = obj.lastName;
```
`let obj = { firstName: ""David"", lastName: ""Walsh"" };

let firstName = obj.firstName;
let lastName = obj.lastName;` Trong trường hợp objectthiếu thuộc tínhmà bạn muốn lấy ra giá trị thì giá trị đó làundefined.
`undefined` 
```js
let { firstName, lastName } = { firstName: ""David"" };
/*
 * firstName = David
 * lastName = undefined - về phải không có thuộc tính lastName
 */
```
`let { firstName, lastName } = { firstName: ""David"" };
/*
 * firstName = David
 * lastName = undefined - về phải không có thuộc tính lastName
 */` Để giải quyết vấn đề này, bạn có thể khai báo giá trịdefault(mặc định) như dưới đây.
Để khai báo giá trị default (mặc định), bạn có thể sử dụng toán tử gán=, ví dụ:
`=` 
```js
let { firstName, lastName = ""Anonymous"" } = { firstName: ""David"" };
/*
 * firstName = David
 * lastName = Anonymous - lastName bằng Anonymous vì vế phải không có lastName
 */
```
`let { firstName, lastName = ""Anonymous"" } = { firstName: ""David"" };
/*
 * firstName = David
 * lastName = Anonymous - lastName bằng Anonymous vì vế phải không có lastName
 */` Nhiều khi thuộc tính mà bạn muốn thực hiện destructuring assignment ở objectquá dài hoặc tên trùng với một biến khác.
Để ngắn gọn, bạn có thểđặt tên mới cho biếnkhi thực hiện destructuring như sau:

```js
let { firstName: fn, lastName: ln } = { firstName: ""David"", lastName: ""Walsh"" };
/*
 * fn = David
 * ln = Walsh
 */
```
`let { firstName: fn, lastName: ln } = { firstName: ""David"", lastName: ""Walsh"" };
/*
 * fn = David
 * ln = Walsh
 */` Ý nghĩa đoạn code trên là:
`firstName` `fn` `lastName` `ln` Để gán giá trịmặc địnhcho biến trong trường hợp này, bạn có thể thực hiện theo cách:

```js
let { firstName: fn, lastName: ln = ""Anonymous"" } = { firstName: ""David"" };
/*
 * fn = David
 * ln = Anonymous
 */
```
`let { firstName: fn, lastName: ln = ""Anonymous"" } = { firstName: ""David"" };
/*
 * fn = David
 * ln = Anonymous
 */` Tương tự như mảng, bạn có thể sử dụngcú pháp spread...để gán các thuộc tính còn lại cho object khi thực hiện destructuring.
`...` 
```js
let { a, b, ...rest } = { a: 10, b: 20, c: 30, d: 40 };
/*
 * a = 10
 * b = 20
 * rest = { c: 30, d: 40 }
 */
```
`let { a, b, ...rest } = { a: 10, b: 20, c: 30, d: 40 };
/*
 * a = 10
 * b = 20
 * rest = { c: 30, d: 40 }
 */` Trong ví dụ trên, bạn lấy ra hai thuộc tínhavàb. Các thuộc tính còn lại được sao chép vào đối tượngrest.
`a` `b` `rest` Bạn cũng có thể sử dụng destructuring assignment trong JavaScript vớiobject và array lồng nhau nhiều tầng, ví dụ:

```js
let options = {
  size: {
    width: 100,
    height: 200,
  },
  items: [""Cake"", ""Donut""],
  extra: true, // trường này không destruct
};

// cấu trúc để destruct phải giống với cấu trúc của Object
let {
  size: { width, height },
  items: [item1, item2],
  title = ""Menu"", // gán giá trị bởi default
} = options;

/*
 * Kết quả các biến thu được sau khi destructuring:
 * title = ""Menu"" - giá trị mặc định, vì vế phải không có thuộc tính title
 * width = 100
 * height = 200
 * item1 = ""Cake""
 * item2 = ""Donut""
 */
```
`let options = {
  size: {
    width: 100,
    height: 200,
  },
  items: [""Cake"", ""Donut""],
  extra: true, // trường này không destruct
};

// cấu trúc để destruct phải giống với cấu trúc của Object
let {
  size: { width, height },
  items: [item1, item2],
  title = ""Menu"", // gán giá trị bởi default
} = options;

/*
 * Kết quả các biến thu được sau khi destructuring:
 * title = ""Menu"" - giá trị mặc định, vì vế phải không có thuộc tính title
 * width = 100
 * height = 200
 * item1 = ""Cake""
 * item2 = ""Donut""
 */` Bạn có thể áp dụng destructuring assignment trong JavaScript đểcài đặt giá trị mặc định cho các tham sốkhi truyền vào hàm.
Sau đây, mình so sánh cách làm thông thường và cách dùng destructuring assignment để thấy sự khác biệt.
Sau đây là cách bình thường để cài đặtgiá trị mặc địnhcho các tham số của hàm:

```js
function drawCicle(x = 0, y = 0, radius = 1, color = ""black"") {
  // code xử lý
}

// Sử dụng
drawCicle(); // hợp lệ
drawCicle(1, 2, 3); // hợp lệ
drawCicle(1, 2, 3, ""red""); // hợp lệ
drawCicle(""red""); // không hợp lệ
drawCicle(""red"", 1, 2, 3); // không hợp lệ
```
`function drawCicle(x = 0, y = 0, radius = 1, color = ""black"") {
  // code xử lý
}

// Sử dụng
drawCicle(); // hợp lệ
drawCicle(1, 2, 3); // hợp lệ
drawCicle(1, 2, 3, ""red""); // hợp lệ
drawCicle(""red""); // không hợp lệ
drawCicle(""red"", 1, 2, 3); // không hợp lệ` Cách trên cómột số nhược điểmlà:
Giả sử, bạn muốn áp dụng giá trị default choyvàradiusbằng cách gọi hàm:
`y` `radius` 
```js
drawCicle(1, ""red"");
```
`drawCicle(1, ""red"");` Cách gọi hàm trênkhông sai về cú phápnhưng sai về mặt ý nghĩa. Vì JavaScript sẽ hiểux = 1,y = ""red"",radius = 1vàcolor = ""black"".
`x = 1` `y = ""red""` `radius = 1` `color = ""black""` Để tránh việcphải ghi nhớ thứ tự các tham số, bạn có thể gộp chúng vào một object. Sau đó, bạn chỉ cần truyền 1 tham số vàofunctionnhư dưới đây.
Tương tự như ví dụ trên, nhưng giờ chỉ còn một tham số là object:

```js
function drawCicle(options) {
  let x = options.x || 0;
  let y = options.y || 0;
  let radius = options.radius || 1;
  let color = options.color || ""black"";
  // code xử lý
}

// Sử dụng:
drawCicle({}); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3 }); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3, color: ""red"" }); // hợp lệ
drawCicle({ color: ""red"", y: 2, x: 1, radius: 3 }); // hợp lệ
```
`function drawCicle(options) {
  let x = options.x || 0;
  let y = options.y || 0;
  let radius = options.radius || 1;
  let color = options.color || ""black"";
  // code xử lý
}

// Sử dụng:
drawCicle({}); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3 }); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3, color: ""red"" }); // hợp lệ
drawCicle({ color: ""red"", y: 2, x: 1, radius: 3 }); // hợp lệ` Khi các tham số được gộp vào thành một objectoptionsthì bạn viết chúng theo thứ nào cũng không quan trọng (vì object không phân biệt thứ tự các thuộc tính).
`options` Tuy nhiên, cách cài đặt giá trị default như trên (dùng toán tử OR||) vẫn còn khá dài dòng và phức tạp.
`||` Sau đây, mình thử áp dụng destructuring assigment trong JavaScript để thấy sự khác biệt.
Ví dụ trên có thể thay đổi như sau:

```js
function drawCicle({ x = 0, y = 0, radius = 1, color = ""black"" }) {
  // code xử lý
}

// Sử dụng
drawCicle({}); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3 }); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3, color: ""red"" }); // hợp lệ
drawCicle({ color: ""red"", y: 2, x: 1, radius: 3 }); // hợp lệ
```
`function drawCicle({ x = 0, y = 0, radius = 1, color = ""black"" }) {
  // code xử lý
}

// Sử dụng
drawCicle({}); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3 }); // hợp lệ
drawCicle({ x: 1, y: 2, radius: 3, color: ""red"" }); // hợp lệ
drawCicle({ color: ""red"", y: 2, x: 1, radius: 3 }); // hợp lệ` Bây giờ, mình đãkhắc phục được hai nhược điểmđề cập bên trên. Tuy nhiên, cách làm này vẫn chưa thật hoàn thiện.
Vì sao?
Giả sử, bạn muốn sử dụng giá trị default chotất cả các thuộc tínhbên trong object. Bạn vẫn phải truyền vào một object rỗng ({}).
`{}` Để khắc phục vấn đề này, bạn có thể sửa lại đoạn code trên một chút:

```js
function drawCicle({ x = 0, y = 0, radius = 1, color = ""black"" } = {}) {
  // code xử lý
}

drawCicle({}); // hợp lệ
drawCircle(); // vẫn hợp lệ
```
`function drawCicle({ x = 0, y = 0, radius = 1, color = ""black"" } = {}) {
  // code xử lý
}

drawCicle({}); // hợp lệ
drawCircle(); // vẫn hợp lệ` Khi bạnkhông truyền bất kỳ tham số nàovào hàm trên,optionssẽ lấy giá trị mặc định là object rỗng{}.
`options` `{}`"
131,Destructuring assignment trong Javascript,Tổng kết,"Destructuring assignment trong JavaScript cho phép bạn ""mapping"" object hoặc array vào các biến một cách đơn giản.
► Cú pháp destructuring assignment với array:

```js
let [item1 = default, item2, ...rest] = array
```
`let [item1 = default, item2, ...rest] = array` Trong đó, phần tử đầu tiên được gán vào biếnitem1, phần tử thứ hai được gán vào biếnitem2và các phần tử còn lại được gán vào biếnrest(mảng).
`item1` `item2` `rest` ► Cú pháp destructuring assignment với object:

```js
let {prop : varName = default, ...rest} = object
```
`let {prop : varName = default, ...rest} = object` Trong đó, giá trị thuộc tínhpropđược gán vào biếnvarName. Nếu thuộc tínhpropkhông tồn tại trongobjectthì biếnvarNamecó giá trị mặc định làdefault. Và các thuộc tính còn lại được copy vào đối tượngrest.
`prop` `varName` `prop` `object` `varName` `default` `rest` Ngoài ra, bạn có thể áp dụng destructuring assignment trong JavaScript với object và mảng lồng nhau. Khi đó, cấu trúc ở vế trái phải tương đồng với cấu trúc vế phải."
132,Destructuring assignment trong Javascript,Thực hành,"Cho object:

```js
let user = {
  name: ""Alex"",
  years: 28,
};
```
`let user = {
  name: ""Alex"",
  years: 28,
};` Sử dụng destructuring assignment trong JavaScript thực hiện các yêu cầu sau:
`name` `name` `years` `age` `isAdmin` `isAdmin` `false` Xem đáp án

```js
let user = {
  name: ""Alex"",
  years: 28,
};

let { name, years: age, isAdmin = false } = user;

console.log(name, age, isAdmin); // Alex 28 false
```
`let user = {
  name: ""Alex"",
  years: 28,
};

let { name, years: age, isAdmin = false } = user;

console.log(name, age, isAdmin); // Alex 28 false` Cho đối tượng sau:

```js
let people = {
  Ana: 25,
  Alex: 28,
  John: 27,
};
```
`let people = {
  Ana: 25,
  Alex: 28,
  John: 27,
};` Viết hàmtopAge(people)trả về tên của người nhiều tuổi nhất.
`topAge(people)` `people` `null` Xem đáp án

```js
function topAge(people) {
  // nếu people không tồn tại thì trả về null
  if (!people) {
    return null;
  }

  // khai báo biến để lưu thông tin lớn nhất
  let nameOfLargest = """";
  let ageOfLargest = -Infinity;

  // sử dụng destructuring assignment với mỗi phần tử
  // khi sử dụng for...of với Object.entries(people)
  // chú ý: Object.entries(people) trả về iterable object
  // với mỗi phần tử có dạng [key, value]
  for (let [name, age] of Object.entries(people)) {
    // nếu phần tử đang xét có age lớn hơn ageOfLargest thì cập nhật
    if (age > ageOfLargest) {
      ageOfLargest = age;
      nameOfLargest = name;
    }
  }

  // trả về tên của người lớn tuổi nhất
  return nameOfLargest;
}

let people = {
  Ana: 25,
  Alex: 28,
  John: 27,
};

let ret = topAge(people);
console.log(ret); // Alex
```
`function topAge(people) {
  // nếu people không tồn tại thì trả về null
  if (!people) {
    return null;
  }

  // khai báo biến để lưu thông tin lớn nhất
  let nameOfLargest = """";
  let ageOfLargest = -Infinity;

  // sử dụng destructuring assignment với mỗi phần tử
  // khi sử dụng for...of với Object.entries(people)
  // chú ý: Object.entries(people) trả về iterable object
  // với mỗi phần tử có dạng [key, value]
  for (let [name, age] of Object.entries(people)) {
    // nếu phần tử đang xét có age lớn hơn ageOfLargest thì cập nhật
    if (age > ageOfLargest) {
      ageOfLargest = age;
      nameOfLargest = name;
    }
  }

  // trả về tên của người lớn tuổi nhất
  return nameOfLargest;
}

let people = {
  Ana: 25,
  Alex: 28,
  John: 27,
};

let ret = topAge(people);
console.log(ret); // Alex` Tham khảo:"
133,Dev Tools là gì? Code javascript tại sao cần console.log,Giới thiệu,"Trong lập trình, việc code lỗi là không thể tránh khỏi. Nhưng trên trình duyệt, bạn thường sẽ không nhìn thấy những lỗi này. Mà thay vào đó, bạn cần xem thông qua một công cụ. Đó chính là Dev Tools."
134,Dev Tools là gì? Code javascript tại sao cần console.log,Dev Tools là gì?,"Dev Tools (developer tools) là công cụ được tích hợp sẵn trong trình duyệt, giúp các lập trình viên có thể dễ dàng truy cập vào nội bộ của trình duyệt và ứng dụng trang web của họ.
Dev Tools có nhiều tính năng. Nhưng trong phạm vi bài viết này, mình sẽ tìm hiểu cơ bản về cách mở Dev Tools, cách xem lỗi, và cách để chạy code JavaScript trên đó.
Ngoài ra, vì dev tools trên các trình duyệt cũng gần giống nhau nên mình sẽ tập trung vào một loại trình duyệt phổ biến, hỗ trợ đa nền tảng (Windows, macOS và Linux). Đó là ""Google Chrome Developer Tools"" hay gọi tắt là ""Chrome Dev Tools""."
135,Dev Tools là gì? Code javascript tại sao cần console.log,Ví dụ sử dụng Chrome Dev Tools,"Trước tiên, bạn hãy mở trang demo này:bug.html.
Trong trang này, mình đã cố tình tạo ra một lỗi. Nhưng rõ ràng là bạn vẫn nhìn thấy trang web hiển thị bình thường phải không?
Để xem lỗi chi tiết, bạn cần mở Chrome Dev Tools lên bằng cách nhấn phímF12hoặc tổ hợp phímCtrl Shift Itrên Windows (Ctrl Opt Jtrên macOS).
Chrome Dev Tools sẽ mở tab ""Console"" đầu tiên (hoặc nếu không thì bạn chủ động nhấn vào tab đó). Kết quả sẽ như sau:
Giao diện chính xác có thể khác nhau đôi chút tùy theo phiên bản trình duyệt Chrome. Nhưng thường thì nội dung sẽ bao gồm:
Bên dưới dòng lỗi màu đỏ là kí tự>màu xanh. Đó là nơi bạn có thể gõ lệnh JavaScript vào và chạy trực tiếp bằng cách nhấnEnter. Kết quả sẽ hiển thị ngay lập tức ở dưới.
`>` Ngoài ra, để gõ mã nguồn trên nhiều dòng, bạn hãy nhấn tổ hợp phímShift Enter.
Đến đây là bạn đã biết mở Dev Tools, xem lỗi và chạy code JavaScript trên đó rồi. Chi tiết hơn về các tính năng ""bá đạo"" của Chrome Dev Tools sẽ được trình bày ở các bài viết sau nhé!"
136,Dev Tools là gì? Code javascript tại sao cần console.log,Tổng kết,Vậy Dev Tools là gì?
137,Đối tượng bất biến trong Javascript,Giới thiệu,"Thông thường,objecttrong JavaScript làmutable- nghĩa là trạng thái của object có thể thay đổi được. Nói cách khác làgiá trị các thuộc tính trong Object có thể thay đổi được, ví dụ:

```js
let obj = {}; // khởi tạo object rỗng

obj.a = 1; // thêm thuộc tính a và gán giá trị 1
obj[""a""] = 2; // cập nhật giá trị thuộc tính a bằng 2

console.log(obj.a); // 2
```
`let obj = {}; // khởi tạo object rỗng

obj.a = 1; // thêm thuộc tính a và gán giá trị 1
obj[""a""] = 2; // cập nhật giá trị thuộc tính a bằng 2

console.log(obj.a); // 2` Có nhiều trường hợp bạn muốn object đó làimmutable- trạng thái không thể thay đổi được. Sau đây, mình sẽ giới thiệu với bạn2 cách tạo immutable objecttrong JavaScript."
138,Đối tượng bất biến trong Javascript,Tạo immutable object sử dụngObject.defineProperty,"`Object.defineProperty` Object.defineProperty()định nghĩa một thuộc tính mớihoặccập nhật thuộc tính có sẵntrên object.
`Object.defineProperty()` `Object.defineProperty` Để tạo immutable object sử dụngObject.defineProperty, bạn chỉ cần định nghĩa property với thuộc tínhwritable(có thể ghi đè) làfalse, ví dụ:
`Object.defineProperty` `writable` `false` 
```js
let obj = {};

    // định nghĩa thuộc tính a trong obj
    Object.defineProperty(obj, ""a"", {
      value: 1, // giá trị là 1
      writable: false, // writable: false - nghĩa là không thể ghi đè});

    obj.a = 2; // thử ghi đè giá trị khác vào a
    console.log(obj.a); // 1 - kết quả giá trị của a vẫn không đổi
```
`let obj = {};

    // định nghĩa thuộc tính a trong obj
    Object.defineProperty(obj, ""a"", {
      value: 1, // giá trị là 1
      writable: false, // writable: false - nghĩa là không thể ghi đè});

    obj.a = 2; // thử ghi đè giá trị khác vào a
    console.log(obj.a); // 1 - kết quả giá trị của a vẫn không đổi` Bạn thấy rằng giá trị củaobj.akhông thay đổi so với giá trị ban đầu, vẫn là1. Đó chính làtính bất biến.
`obj.a` `1` Nếu sử dụng ởstrict modethì đoạn code trên sẽ sinh ra lỗi:

```js
""use strict"";
let obj = {};

// định nghĩa thuộc tính a trong obj
Object.defineProperty(obj, ""a"", {
  value: 1, // giá trị là 1
  writable: false, // writable: false - nghĩa là không thể ghi đè
});

obj.a = 2;
// Uncaught TypeError:// Cannot assign to read only property 'a' of object '#<Object>'
console.log(obj.a);
```
`""use strict"";
let obj = {};

// định nghĩa thuộc tính a trong obj
Object.defineProperty(obj, ""a"", {
  value: 1, // giá trị là 1
  writable: false, // writable: false - nghĩa là không thể ghi đè
});

obj.a = 2;
// Uncaught TypeError:// Cannot assign to read only property 'a' of object '#<Object>'
console.log(obj.a);` Đúng vậy, nếuwritablebằngfalsethì thuộc tính gọi làread only(thuộc tính chỉ đọc).
`writable` `false` Thực tế, giá trị mặc định của thuộc tínhwritablelàfalse, nên bạn có thể bỏ qua thuộc tính này:
`writable` `false` 
```js
let obj = {};
Object.defineProperty(obj, ""a"", { value: 1 });
obj.a = 2;
console.log(obj.a); // 1
```
`let obj = {};
Object.defineProperty(obj, ""a"", { value: 1 });
obj.a = 2;
console.log(obj.a); // 1` `writable` `Object.defineProperty` Câu hỏi đặt ra là:nếu mình muốn thay đổi giá trị củawritabletừfalsethànhtruecó được không?
`writable` `false` `true` Câu trả lời:mặc định là KHÔNG.
Khi định nghĩa thuộc tính bằngObject.defineProperty, ngoàiwritablera thì còn cóconfigurable(có thể chỉnh sửa).
`Object.defineProperty` `writable` `configurable` Mặc định, giá trị củaconfigurablelàfalse, nên đoạn code sau sẽ bị lỗi:TypeError: Cannot redefine property: a(không thể định nghĩa lại thuộc tính a).
`configurable` `false` 
```js
let obj = {};
Object.defineProperty(obj, ""a"", { value: 1, writable: false });
Object.defineProperty(obj, ""a"", { writable: true }); // => TypeError: Cannot redefine property: a
```
`let obj = {};
Object.defineProperty(obj, ""a"", { value: 1, writable: false });
Object.defineProperty(obj, ""a"", { writable: true }); // => TypeError: Cannot redefine property: a` Để giải quyết vấn đề này, bạn phải sửaconfigurablethànhtrue:
`configurable` `true` 
```js
let obj = {};

Object.defineProperty(obj, ""a"", {
  value: 1,
  writable: false,
  configurable: true,
});

Object.defineProperty(obj, ""a"", { writable: true });
obj.a = 2;
console.log(obj.a); // 2 - giá trị của thuộc tính a đã thay đổi
```
`let obj = {};

Object.defineProperty(obj, ""a"", {
  value: 1,
  writable: false,
  configurable: true,
});

Object.defineProperty(obj, ""a"", { writable: true });
obj.a = 2;
console.log(obj.a); // 2 - giá trị của thuộc tính a đã thay đổi` Nghĩa là bạn có thể biếnimmutable objectthànhmutable objectđược bằng cách này."
